,European Union Emissions Trading System (until 2018),,,, ,"European Union Emissions Trading System (from 2019, download)",,,,, 
Date,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market, ,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market,Secondary Market, 
4/4/2022,,,,, ,1,1.081873684,EUR,77.5,78.75, 
4/5/2022,,,,, ,1,1.081873684,EUR,78.33,, 
4/6/2022,,,,, ,1,1.081873684,EUR,78.34,, 
4/7/2022,,,,, ,1,1.081873684,EUR,77.13,, 
4/8/2022,,,,, ,1,1.081873684,EUR,80.21,, 
4/11/2022,,,,, ,1,1.081873684,EUR,79.02,78.59, 
4/12/2022,,,,, ,1,1.081873684,EUR,77.36,, 
4/13/2022,,,,, ,1,1.081873684,EUR,77.27,, 
4/14/2022,,,,, ,1,1.081873684,EUR,78.8,, 
4/18/2022,,,,, ,1,1.081873684,EUR,,84.68, 
4/19/2022,,,,, ,1,1.081873684,EUR,79.4,, 
4/21/2022,,,,, ,1,1.081873684,EUR,85.9,, 
4/22/2022,,,,, ,1,1.081873684,EUR,87.4,, 
4/25/2022,,,,, ,1,1.081873684,EUR,85.81,82.86, 
4/26/2022,,,,, ,1,1.081873684,EUR,83.43,, 
4/27/2022,,,,, ,1,1.081873684,EUR,79.99,, 
4/28/2022,,,,, ,1,1.081873684,EUR,80.55,, 
4/29/2022,,,,, ,1,1.081873684,EUR,82.86,, 
5/2/2022,,,,, ,1,1.05785,EUR,82.84,88, 
5/3/2022,,,,, ,1,1.05785,EUR,84.25,, 
5/5/2022,,,,, ,1,1.05785,EUR,87.8,, 
5/6/2022,,,,, ,1,1.05785,EUR,90.77,, 
5/9/2022,,,,, ,1,1.05785,EUR,90.11,87.99, 
5/10/2022,,,,, ,1,1.05785,EUR,86.5,, 
5/11/2022,,,,, ,1,1.05785,EUR,89,, 
5/12/2022,,,,, ,1,1.05785,EUR,86.95,, 
5/13/2022,,,,, ,1,1.05785,EUR,88.75,, 
5/16/2022,,,,, ,1,1.05785,EUR,88.81,85.9, 
5/17/2022,,,,, ,1,1.05785,EUR,90.33,, 
5/18/2022,,,,, ,1,1.05785,EUR,87.25,, 
5/19/2022,,,,, ,1,1.05785,EUR,82.28,, 
5/20/2022,,,,, ,1,1.05785,EUR,81.15,, 
5/23/2022,,,,, ,1,1.05785,EUR,78.96,81.97, 
5/24/2022,,,,, ,1,1.05785,EUR,78.88,, 
5/25/2022,,,,, ,1,1.05785,EUR,80.43,, 
5/30/2022,,,,, ,1,1.05785,EUR,83.75,85.46, 
5/31/2022,,,,, ,1,1.05785,EUR,83.63,, 
6/6/2022,,,,, ,1,1.056581818,EUR,,81.08, 
6/7/2022,,,,, ,1,1.056581818,EUR,81.69,, 
6/8/2022,,,,, ,1,1.056581818,EUR,79.11,, 
6/9/2022,,,,, ,1,1.056581818,EUR,80.21,, 
6/10/2022,,,,, ,1,1.056581818,EUR,80.73,, 
6/13/2022,,,,, ,1,1.056581818,EUR,80.1,83.45, 
6/14/2022,,,,, ,1,1.056581818,EUR,82.31,, 
6/15/2022,,,,, ,1,1.056581818,EUR,84.45,, 
6/16/2022,,,,, ,1,1.056581818,EUR,85.95,, 
6/17/2022,,,,, ,1,1.056581818,EUR,83,, 
6/20/2022,,,,, ,1,1.056581818,EUR,83.51,83.63, 
6/21/2022,,,,, ,1,1.056581818,EUR,84.26,, 
6/22/2022,,,,, ,1,1.056581818,EUR,83.06,, 
6/23/2022,,,,, ,1,1.056581818,EUR,81.07,, 
6/24/2022,,,,, ,1,1.056581818,EUR,82.9,, 
6/27/2022,,,,, ,1,1.056581818,EUR,83.01,87.31, 
6/28/2022,,,,, ,1,1.056581818,EUR,84.54,, 
6/30/2022,,,,, ,1,1.056581818,EUR,88.02,, 
7/1/2022,,,,, ,1,1.017890476,EUR,88.22,, 
7/4/2022,,,,, ,1,1.017890476,EUR,84.34,83.73, 
7/5/2022,,,,, ,1,1.017890476,EUR,83.38,, 
7/6/2022,,,,, ,1,1.017890476,EUR,82.63,, 
7/7/2022,,,,, ,1,1.017890476,EUR,83.36,, 
7/8/2022,,,,, ,1,1.017890476,EUR,82.63,, 
7/11/2022,,,,, ,1,1.017890476,EUR,83.4,84.64, 
7/12/2022,,,,, ,1,1.017890476,EUR,83.89,, 
7/14/2022,,,,, ,1,1.017890476,EUR,83,, 
7/15/2022,,,,, ,1,1.017890476,EUR,83.71,, 
7/18/2022,,,,, ,1,1.017890476,EUR,83.33,80.37, 
7/19/2022,,,,, ,1,1.017890476,EUR,83.61,, 
7/20/2022,,,,, ,1,1.017890476,EUR,81.22,, 
7/21/2022,,,,, ,1,1.017890476,EUR,77.6,, 
7/22/2022,,,,, ,1,1.017890476,EUR,78.06,, 
7/25/2022,,,,, ,1,1.017890476,EUR,76.09,77.34, 
7/26/2022,,,,, ,1,1.017890476,EUR,76.51,, 
7/28/2022,,,,, ,1,1.017890476,EUR,77.08,, 
7/29/2022,,,,, ,1,1.017890476,EUR,77.96,, 
8/1/2022,,,,, ,1,1.012843478,EUR,79.5,83.09, 
8/2/2022,,,,, ,1,1.012843478,EUR,80.51,, 
8/3/2022,,,,, ,1,1.012843478,EUR,83.45,, 
8/4/2022,,,,, ,1,1.012843478,EUR,83.81,, 
8/5/2022,,,,, ,1,1.012843478,EUR,84.5,, 
8/8/2022,,,,, ,1,1.012843478,EUR,84.6,86.42, 
8/9/2022,,,,, ,1,1.012843478,EUR,84.06,, 
8/11/2022,,,,, ,1,1.012843478,EUR,86.35,, 
8/12/2022,,,,, ,1,1.012843478,EUR,87.3,, 
8/15/2022,,,,, ,1,1.012843478,EUR,89.5,94.54, 
8/16/2022,,,,, ,1,1.012843478,EUR,90.64,, 
8/17/2022,,,,, ,1,1.012843478,EUR,94.07,, 
8/18/2022,,,,, ,1,1.012843478,EUR,94,, 
8/19/2022,,,,, ,1,1.012843478,EUR,96.87,, 
8/22/2022,,,,, ,1,1.012843478,EUR,97.5,90.06, 
8/23/2022,,,,, ,1,1.012843478,EUR,92.52,, 
8/25/2022,,,,, ,1,1.012843478,EUR,89.3,, 
8/26/2022,,,,, ,1,1.012843478,EUR,89.56,, 
8/29/2022,,,,, ,1,1.012843478,EUR,88.81,81.24, 
8/30/2022,,,,, ,1,1.012843478,EUR,85.13,, 
8/31/2022,,,,, ,1,1.012843478,EUR,78.96,, 
9/1/2022,,,,, ,1,0.990377273,EUR,77.01,, 
9/2/2022,,,,, ,1,0.990377273,EUR,78.41,, 
9/5/2022,,,,, ,1,0.990377273,EUR,73.75,69.34, 
9/6/2022,,,,, ,1,0.990377273,EUR,71.05,, 
9/7/2022,,,,, ,1,0.990377273,EUR,69.06,, 
9/9/2022,,,,, ,1,0.990377273,EUR,65.21,, 
9/12/2022,,,,, ,1,0.990377273,EUR,65.96,71.85, 
9/13/2022,,,,, ,1,0.990377273,EUR,70.48,, 
9/14/2022,,,,, ,1,0.990377273,EUR,68.29,, 
9/15/2022,,,,, ,1,0.990377273,EUR,70.84,, 
9/16/2022,,,,, ,1,0.990377273,EUR,71,, 
9/19/2022,,,,, ,1,0.990377273,EUR,71.11,69.65, 
9/20/2022,,,,, ,1,0.990377273,EUR,70.38,, 
9/21/2022,,,,, ,1,0.990377273,EUR,70.39,, 
9/22/2022,,,,, ,1,0.990377273,EUR,69.88,, 
9/23/2022,,,,, ,1,0.990377273,EUR,67.56,, 
9/26/2022,,,,, ,1,0.990377273,EUR,66.02,67.18, 
9/27/2022,,,,, ,1,0.990377273,EUR,67.7,, 
9/28/2022,,,,, ,1,0.990377273,EUR,64.71,, 
9/29/2022,,,,, ,1,0.990377273,EUR,64.7,, 
9/30/2022,,,,, ,1,0.990377273,EUR,66.87,, 
10/3/2022,,,,, ,1,0.982566667,EUR,64.45,67.75, 
10/4/2022,,,,, ,1,0.982566667,EUR,66.17,, 
10/6/2022,,,,, ,1,0.982566667,EUR,65.76,, 
10/7/2022,,,,, ,1,0.982566667,EUR,67.52,, 
10/10/2022,,,,, ,1,0.982566667,EUR,67.01,67.34, 
10/11/2022,,,,, ,1,0.982566667,EUR,66.34,, 
10/12/2022,,,,, ,1,0.982566667,EUR,65.76,, 
10/13/2022,,,,, ,1,0.982566667,EUR,66.65,, 
10/14/2022,,,,, ,1,0.982566667,EUR,67.7,, 
10/17/2022,,,,, ,1,0.982566667,EUR,66.25,67.63, 
10/18/2022,,,,, ,1,0.982566667,EUR,67.11,, 
10/19/2022,,,,, ,1,0.982566667,EUR,68.62,, 
10/20/2022,,,,, ,1,0.982566667,EUR,67.01,, 
10/21/2022,,,,, ,1,0.982566667,EUR,67.9,, 
10/24/2022,,,,, ,1,0.982566667,EUR,68.02,77.33, 
10/25/2022,,,,, ,1,0.982566667,EUR,74.17,, 
10/26/2022,,,,, ,1,0.982566667,EUR,76.51,, 
10/27/2022,,,,, ,1,0.982566667,EUR,77.1,, 
10/28/2022,,,,, ,1,0.982566667,EUR,80.76,, 
10/31/2022,,,,, ,1,0.982566667,EUR,78.69,77.21, 
11/1/2022,,,,, ,1,1.020127273,EUR,78.76,, 
11/3/2022,,,,, ,1,1.020127273,EUR,76.63,, 
11/4/2022,,,,, ,1,1.020127273,EUR,78.14,, 
11/7/2022,,,,, ,1,1.020127273,EUR,76.75,75.04, 
11/8/2022,,,,, ,1,1.020127273,EUR,76.02,, 
11/9/2022,,,,, ,1,1.020127273,EUR,75.35,, 
11/10/2022,,,,, ,1,1.020127273,EUR,71.62,, 
11/11/2022,,,,, ,1,1.020127273,EUR,73.33,, 
11/14/2022,,,,, ,1,1.020127273,EUR,74.85,74.03, 
11/15/2022,,,,, ,1,1.020127273,EUR,74.93,, 
11/16/2022,,,,, ,1,1.020127273,EUR,74.25,, 
11/17/2022,,,,, ,1,1.020127273,EUR,73.31,, 
11/18/2022,,,,, ,1,1.020127273,EUR,72.22,, 
11/21/2022,,,,, ,1,1.020127273,EUR,73.36,76.3, 
11/22/2022,,,,, ,1,1.020127273,EUR,73.54,, 
11/23/2022,,,,, ,1,1.020127273,EUR,74.08,, 
11/24/2022,,,,, ,1,1.020127273,EUR,76.64,, 
11/25/2022,,,,, ,1,1.020127273,EUR,79.36,, 
11/28/2022,,,,, ,1,1.020127273,EUR,77.61,83.53, 
11/29/2022,,,,, ,1,1.020127273,EUR,78.88,, 
12/1/2022,,,,, ,1,1.058880952,EUR,86.11,, 
12/2/2022,,,,, ,1,1.058880952,EUR,85.21,, 
12/5/2022,,,,, ,1,1.058880952,EUR,85.69,87.92, 
12/6/2022,,,,, ,1,1.058880952,EUR,86.48,, 
12/7/2022,,,,, ,1,1.058880952,EUR,87,, 
12/8/2022,,,,, ,1,1.058880952,EUR,87.91,, 
12/9/2022,,,,, ,1,1.058880952,EUR,88.26,, 
12/12/2022,,,,, ,1,1.058880952,EUR,88.35,86.95, 
12/13/2022,,,,, ,1,1.058880952,EUR,89.01,, 
12/15/2022,,,,, ,1,1.058880952,EUR,86.16,, 
12/16/2022,,,,, ,1,1.058880952,EUR,83.41,, 
12/19/2022,,,,, ,1,1.058880952,EUR,84.1,84.11, 
12/26/2022,,,,, ,1,1.058880952,EUR,,80.77, 
1/2/2023,,,,, ,1,1.0769,EUR,,80.22, 
1/9/2023,,,,, ,1,1.0769,EUR,75.27,81.87, 
1/10/2023,,,,, ,1,1.0769,EUR,78.61,, 
1/12/2023,,,,, ,1,1.0769,EUR,76.8,, 
1/13/2023,,,,, ,1,1.0769,EUR,76.42,, 
1/16/2023,,,,, ,1,1.0769,EUR,75.05,85.94, 
1/17/2023,,,,, ,1,1.0769,EUR,75.04,, 
1/18/2023,,,,, ,1,1.0769,EUR,76.25,, 
1/19/2023,,,,, ,1,1.0769,EUR,82.06,, 
1/20/2023,,,,, ,1,1.0769,EUR,81.01,, 
1/23/2023,,,,, ,1,1.0769,EUR,81.52,92.87, 
1/24/2023,,,,, ,1,1.0769,EUR,80.88,, 
1/25/2023,,,,, ,1,1.0769,EUR,78.29,, 
1/26/2023,,,,, ,1,1.0769,EUR,83.51,, 
1/27/2023,,,,, ,1,1.0769,EUR,86.71,, 
1/30/2023,,,,, ,1,1.0769,EUR,85.2,91.09, 
1/31/2023,,,,, ,1,1.0769,EUR,86.68,, 
2/1/2023,,,,, ,1,1.07151,EUR,91.91,, 
2/2/2023,,,,, ,1,1.07151,EUR,93.5,, 
2/3/2023,,,,, ,1,1.07151,EUR,91.15,, 
2/6/2023,,,,, ,1,1.07151,EUR,91.78,94.49, 
2/7/2023,,,,, ,1,1.07151,EUR,87.52,, 
2/9/2023,,,,, ,1,1.07151,EUR,87.36,, 
2/10/2023,,,,, ,1,1.07151,EUR,89.7,, 
2/13/2023,,,,, ,1,1.07151,EUR,88.86,98.09, 
2/14/2023,,,,, ,1,1.07151,EUR,89.96,, 
2/15/2023,,,,, ,1,1.07151,EUR,87.75,, 
2/16/2023,,,,, ,1,1.07151,EUR,92.85,, 
2/17/2023,,,,, ,1,1.07151,EUR,93.69,, 
2/20/2023,,,,, ,1,1.07151,EUR,93.73,96.5, 
2/21/2023,,,,, ,1,1.07151,EUR,95.35,, 
2/23/2023,,,,, ,1,1.07151,EUR,93.26,, 
2/24/2023,,,,, ,1,1.07151,EUR,95.83,, 
2/27/2023,,,,, ,1,1.07151,EUR,95.12,96.95, 
2/28/2023,,,,, ,1,1.07151,EUR,96.33,, 
3/1/2023,,,,, ,1,1.070582609,EUR,95.89,, 
3/2/2023,,,,, ,1,1.070582609,EUR,93.25,, 
3/3/2023,,,,, ,1,1.070582609,EUR,88.81,, 
3/6/2023,,,,, ,1,1.070582609,EUR,91.01,90.67, 
3/7/2023,,,,, ,1,1.070582609,EUR,91.56,, 
3/9/2023,,,,, ,1,1.070582609,EUR,95.43,, 
3/10/2023,,,,, ,1,1.070582609,EUR,95.16,, 
3/13/2023,,,,, ,1,1.070582609,EUR,94.36,89.49, 
3/14/2023,,,,, ,1,1.070582609,EUR,92.34,, 
3/15/2023,,,,, ,1,1.070582609,EUR,90.31,, 
3/16/2023,,,,, ,1,1.070582609,EUR,83.25,, 
3/17/2023,,,,, ,1,1.070582609,EUR,86.5,, 
3/20/2023,,,,, ,1,1.070582609,EUR,82.46,89.98, 
3/21/2023,,,,, ,1,1.070582609,EUR,87.14,, 
3/22/2023,,,,, ,1,1.070582609,EUR,86.14,, 
3/23/2023,,,,, ,1,1.070582609,EUR,88.27,, 
3/24/2023,,,,, ,1,1.070582609,EUR,88.09,, 
3/27/2023,,,,, ,1,1.070582609,EUR,85.18,96, 
3/28/2023,,,,, ,1,1.070582609,EUR,86.54,, 
3/29/2023,,,,, ,1,1.070582609,EUR,87.16,, 
3/30/2023,,,,, ,1,1.070582609,EUR,87.42,, 
3/31/2023,,,,, ,1,1.070582609,EUR,88.61,, 
4/3/2023,,,,, ,1,1.096772222,EUR,89.82,95.66, 
4/4/2023,,,,, ,1,1.096772222,EUR,94.12,, 
4/6/2023,,,,, ,1,1.096772222,EUR,94.3,, 
4/10/2023,,,,, ,1,1.096772222,EUR,,92.9, 
4/11/2023,,,,, ,1,1.096772222,EUR,95.52,, 
4/12/2023,,,,, ,1,1.096772222,EUR,93.9,, 
4/13/2023,,,,, ,1,1.096772222,EUR,90.51,, 
4/14/2023,,,,, ,1,1.096772222,EUR,92.3,, 
4/17/2023,,,,, ,1,1.096772222,EUR,90.55,86.88, 
4/18/2023,,,,, ,1,1.096772222,EUR,90.55,, 
4/20/2023,,,,, ,1,1.096772222,EUR,90.68,, 
4/21/2023,,,,, ,1,1.096772222,EUR,88.6,, 
4/24/2023,,,,, ,1,1.096772222,EUR,85.7,85.79, 
4/25/2023,,,,, ,1,1.096772222,EUR,84.73,, 
4/26/2023,,,,, ,1,1.096772222,EUR,83.31,, 
4/27/2023,,,,, ,1,1.096772222,EUR,85,, 
4/28/2023,,,,, ,1,1.096772222,EUR,84,, 
5/1/2023,,,,, ,1,1.08675,EUR,,87.71, 
5/2/2023,,,,, ,1,1.08675,EUR,83.24,, 
5/4/2023,,,,, ,1,1.08675,EUR,82.23,, 
5/5/2023,,,,, ,1,1.08675,EUR,84.38,, 
5/8/2023,,,,, ,1,1.08675,EUR,82.99,88.69, 
5/9/2023,,,,, ,1,1.08675,EUR,83.84,, 
5/10/2023,,,,, ,1,1.08675,EUR,85.85,, 
5/11/2023,,,,, ,1,1.08675,EUR,86.75,, 
5/12/2023,,,,, ,1,1.08675,EUR,86.67,, 
5/15/2023,,,,, ,1,1.08675,EUR,85.7,84.74, 
5/16/2023,,,,, ,1,1.08675,EUR,85.05,, 
5/17/2023,,,,, ,1,1.08675,EUR,85.58,, 
5/22/2023,,,,, ,1,1.08675,EUR,85.2,80.42, 
5/23/2023,,,,, ,1,1.08675,EUR,84.32,, 
5/24/2023,,,,, ,1,1.08675,EUR,83,, 
5/25/2023,,,,, ,1,1.08675,EUR,81.12,, 
5/26/2023,,,,, ,1,1.08675,EUR,81.11,, 
5/29/2023,,,,, ,1,1.08675,EUR,,83.69, 
5/30/2023,,,,, ,1,1.08675,EUR,79.79,, 
6/1/2023,,,,, ,1,1.083986364,EUR,78.62,, 
6/2/2023,,,,, ,1,1.083986364,EUR,78.2,, 
6/5/2023,,,,, ,1,1.083986364,EUR,78.55,91.33, 
6/6/2023,,,,, ,1,1.083986364,EUR,80.07,, 
6/7/2023,,,,, ,1,1.083986364,EUR,78.25,, 
6/8/2023,,,,, ,1,1.083986364,EUR,81.54,, 
6/9/2023,,,,, ,1,1.083986364,EUR,83.11,, 
6/12/2023,,,,, ,1,1.083986364,EUR,83.45,91.12, 
6/13/2023,,,,, ,1,1.083986364,EUR,86.44,, 
6/15/2023,,,,, ,1,1.083986364,EUR,91.67,, 
6/16/2023,,,,, ,1,1.083986364,EUR,89.3,, 
6/19/2023,,,,, ,1,1.083986364,EUR,90.16,87.96, 
6/20/2023,,,,, ,1,1.083986364,EUR,91.55,, 
6/21/2023,,,,, ,1,1.083986364,EUR,90.35,, 
6/22/2023,,,,, ,1,1.083986364,EUR,87.11,, 
6/23/2023,,,,, ,1,1.083986364,EUR,88.9,, 
6/26/2023,,,,, ,1,1.083986364,EUR,86.01,86.5, 
6/27/2023,,,,, ,1,1.083986364,EUR,85.35,, 
6/29/2023,,,,, ,1,1.083986364,EUR,86.6,, 
6/30/2023,,,,, ,1,1.083986364,EUR,85.31,, 
7/3/2023,,,,, ,1,1.105814286,EUR,87.11,86.15, 
7/4/2023,,,,, ,1,1.105814286,EUR,85,, 
7/5/2023,,,,, ,1,1.105814286,EUR,84.84,, 
7/6/2023,,,,, ,1,1.105814286,EUR,84.18,, 
7/7/2023,,,,, ,1,1.105814286,EUR,84.82,, 
7/10/2023,,,,, ,1,1.105814286,EUR,85,88.99, 
7/11/2023,,,,, ,1,1.105814286,EUR,83.62,, 
7/12/2023,,,,, ,1,1.105814286,EUR,85.32,, 
7/13/2023,,,,, ,1,1.105814286,EUR,84.25,, 
7/14/2023,,,,, ,1,1.105814286,EUR,85.51,, 
7/17/2023,,,,, ,1,1.105814286,EUR,84.72,90.72, 
7/18/2023,,,,, ,1,1.105814286,EUR,84.9,, 
7/19/2023,,,,, ,1,1.105814286,EUR,86.03,, 
7/20/2023,,,,, ,1,1.105814286,EUR,87.76,, 
7/21/2023,,,,, ,1,1.105814286,EUR,89.36,, 
7/24/2023,,,,, ,1,1.105814286,EUR,90.3,84.73, 
7/25/2023,,,,, ,1,1.105814286,EUR,90.25,, 
7/27/2023,,,,, ,1,1.105814286,EUR,88.02,, 
7/28/2023,,,,, ,1,1.105814286,EUR,87.33,, 
7/31/2023,,,,, ,1,1.105814286,EUR,86.65,84.52, 
8/1/2023,,,,, ,1,1.090886957,EUR,84.69,, 
8/2/2023,,,,, ,1,1.090886957,EUR,81.88,, 
8/3/2023,,,,, ,1,1.090886957,EUR,83.52,, 
8/4/2023,,,,, ,1,1.090886957,EUR,83.33,, 
8/7/2023,,,,, ,1,1.090886957,EUR,82.28,88.03, 
8/8/2023,,,,, ,1,1.090886957,EUR,81.46,, 
8/10/2023,,,,, ,1,1.090886957,EUR,82.24,, 
8/11/2023,,,,, ,1,1.090886957,EUR,84.2,, 
8/14/2023,,,,, ,1,1.090886957,EUR,85.34,87.44, 
8/15/2023,,,,, ,1,1.090886957,EUR,86.71,, 
8/16/2023,,,,, ,1,1.090886957,EUR,87.01,, 
8/17/2023,,,,, ,1,1.090886957,EUR,86.84,, 
8/18/2023,,,,, ,1,1.090886957,EUR,86.68,, 
8/21/2023,,,,, ,1,1.090886957,EUR,86,85.54, 
8/22/2023,,,,, ,1,1.090886957,EUR,87.86,, 
8/24/2023,,,,, ,1,1.090886957,EUR,85.51,, 
8/25/2023,,,,, ,1,1.090886957,EUR,85.5,, 
8/28/2023,,,,, ,1,1.090886957,EUR,84.7,83.23, 
8/29/2023,,,,, ,1,1.090886957,EUR,84.64,, 
8/30/2023,,,,, ,1,1.090886957,EUR,84.57,, 
8/31/2023,,,,, ,1,1.090886957,EUR,85.52,, 
9/1/2023,,,,, ,1,1.068380952,EUR,84,, 
9/4/2023,,,,, ,1,1.068380952,EUR,83.42,82.23, 
9/5/2023,,,,, ,1,1.068380952,EUR,83.41,, 
9/8/2023,,,,, ,1,1.068380952,EUR,82.09,, 
9/11/2023,,,,, ,1,1.068380952,EUR,80.98,82.9, 
9/12/2023,,,,, ,1,1.068380952,EUR,80.6,, 
9/13/2023,,,,, ,1,1.068380952,EUR,80.5,, 
9/14/2023,,,,, ,1,1.068380952,EUR,81.69,, 
9/15/2023,,,,, ,1,1.068380952,EUR,82.33,, 
9/18/2023,,,,, ,1,1.068380952,EUR,80.26,82.97, 
9/19/2023,,,,, ,1,1.068380952,EUR,79.5,, 
9/20/2023,,,,, ,1,1.068380952,EUR,79.8,, 
9/21/2023,,,,, ,1,1.068380952,EUR,81.78,, 
9/22/2023,,,,, ,1,1.068380952,EUR,84.03,, 
9/25/2023,,,,, ,1,1.068380952,EUR,83.92,80.62, 
9/26/2023,,,,, ,1,1.068380952,EUR,82.44,, 
9/27/2023,,,,, ,1,1.068380952,EUR,81.37,, 
9/28/2023,,,,, ,1,1.068380952,EUR,81.9,, 
9/29/2023,,,,, ,1,1.068380952,EUR,81.65,, 
10/2/2023,,,,, ,1,1.056254545,EUR,80.95,84.37, 
10/3/2023,,,,, ,1,1.056254545,EUR,79.17,, 
10/4/2023,,,,, ,1,1.056254545,EUR,78.78,, 
10/5/2023,,,,, ,1,1.056254545,EUR,80.5,, 
10/6/2023,,,,, ,1,1.056254545,EUR,79.95,, 
10/9/2023,,,,, ,1,1.056254545,EUR,80.43,82.19, 
10/10/2023,,,,, ,1,1.056254545,EUR,81.82,, 
10/11/2023,,,,, ,1,1.056254545,EUR,82.68,, 
10/12/2023,,,,, ,1,1.056254545,EUR,83.35,, 
10/13/2023,,,,, ,1,1.056254545,EUR,84.61,, 
10/16/2023,,,,, ,1,1.056254545,EUR,83.4,80, 
10/17/2023,,,,, ,1,1.056254545,EUR,81.69,, 
10/18/2023,,,,, ,1,1.056254545,EUR,81.72,, 
10/19/2023,,,,, ,1,1.056254545,EUR,79.99,, 
10/20/2023,,,,, ,1,1.056254545,EUR,81.19,, 
10/23/2023,,,,, ,1,1.056254545,EUR,79.92,78.51, 
10/24/2023,,,,, ,1,1.056254545,EUR,80.4,, 
10/25/2023,,,,, ,1,1.056254545,EUR,79.85,, 
10/26/2023,,,,, ,1,1.056254545,EUR,79.48,, 
10/27/2023,,,,, ,1,1.056254545,EUR,79.41,, 
10/30/2023,,,,, ,1,1.056254545,EUR,79.78,76.57, 
10/31/2023,,,,, ,1,1.056254545,EUR,77.65,, 
11/2/2023,,,,, ,1,1.080822727,EUR,77.88,, 
11/3/2023,,,,, ,1,1.080822727,EUR,78.35,, 
11/6/2023,,,,, ,1,1.080822727,EUR,76.02,77.88, 
11/7/2023,,,,, ,1,1.080822727,EUR,75.58,, 
11/8/2023,,,,, ,1,1.080822727,EUR,74.56,, 
11/9/2023,,,,, ,1,1.080822727,EUR,75.75,, 
11/10/2023,,,,, ,1,1.080822727,EUR,76.46,, 
11/13/2023,,,,, ,1,1.080822727,EUR,77.01,76.07, 
11/14/2023,,,,, ,1,1.080822727,EUR,76.62,, 
11/15/2023,,,,, ,1,1.080822727,EUR,79.45,, 
11/16/2023,,,,, ,1,1.080822727,EUR,79,, 
11/17/2023,,,,, ,1,1.080822727,EUR,76.55,, 
11/20/2023,,,,, ,1,1.080822727,EUR,76.35,72.18, 
11/21/2023,,,,, ,1,1.080822727,EUR,75.69,, 
11/22/2023,,,,, ,1,1.080822727,EUR,74.84,, 
11/23/2023,,,,, ,1,1.080822727,EUR,74.5,, 
11/24/2023,,,,, ,1,1.080822727,EUR,75.9,, 
11/27/2023,,,,, ,1,1.080822727,EUR,74.57,69.22, 
11/28/2023,,,,, ,1,1.080822727,EUR,71.71,, 
11/30/2023,,,,, ,1,1.080822727,EUR,70.79,, 
12/1/2023,,,,, ,1,1.090305263,EUR,71.45,, 
12/4/2023,,,,, ,1,1.090305263,EUR,71.34,67.51, 
12/5/2023,,,,, ,1,1.090305263,EUR,69.94,, 
12/6/2023,,,,, ,1,1.090305263,EUR,68.71,, 
12/7/2023,,,,, ,1,1.090305263,EUR,68.76,, 
12/8/2023,,,,, ,1,1.090305263,EUR,69.84,, 
12/11/2023,,,,, ,1,1.090305263,EUR,67.82,69.08, 
12/12/2023,,,,, ,1,1.090305263,EUR,66.72,, 
12/13/2023,,,,, ,1,1.090305263,EUR,69.7,, 
12/14/2023,,,,, ,1,1.090305263,EUR,68.45,, 
12/15/2023,,,,, ,1,1.090305263,EUR,66.6,, 
12/18/2023,,,,, ,1,1.090305263,EUR,66.49,, 
1/1/2024,,,,, ,1,1.090513636,EUR,,76.37, 
1/8/2024,,,,, ,1,1.090513636,EUR,,69.62, 
1/15/2024,,,,, ,1,1.090513636,EUR,63.5,64.53, 
1/16/2024,,,,, ,1,1.090513636,EUR,63.2,, 
1/17/2024,,,,, ,1,1.090513636,EUR,62.96,, 
1/18/2024,,,,, ,1,1.090513636,EUR,61.28,, 
1/19/2024,,,,, ,1,1.090513636,EUR,61.93,, 
1/22/2024,,,,, ,1,1.090513636,EUR,59.74,63.54, 
1/23/2024,,,,, ,1,1.090513636,EUR,60.55,, 
1/24/2024,,,,, ,1,1.090513636,EUR,62,, 
1/25/2024,,,,, ,1,1.090513636,EUR,61.95,, 
1/26/2024,,,,, ,1,1.090513636,EUR,61.95,, 
1/29/2024,,,,, ,1,1.090513636,EUR,60.81,63.01, 
1/30/2024,,,,, ,1,1.090513636,EUR,59.82,, 
1/31/2024,,,,, ,1,1.090513636,EUR,62.27,, 
2/1/2024,,,,, ,1,1.079471429,EUR,61.09,, 
2/2/2024,,,,, ,1,1.079471429,EUR,60.92,, 
2/5/2024,,,,, ,1,1.079471429,EUR,60.68,61.65, 
2/6/2024,,,,, ,1,1.079471429,EUR,60.25,, 
2/8/2024,,,,, ,1,1.079471429,EUR,59.85,, 
2/9/2024,,,,, ,1,1.079471429,EUR,57.24,, 
2/12/2024,,,,, ,1,1.079471429,EUR,55.84,57.01, 
2/13/2024,,,,, ,1,1.079471429,EUR,54.24,, 
2/14/2024,,,,, ,1,1.079471429,EUR,54.07,, 
2/15/2024,,,,, ,1,1.079471429,EUR,54.87,, 
2/16/2024,,,,, ,1,1.079471429,EUR,55.12,, 
2/19/2024,,,,, ,1,1.079471429,EUR,53,53.48, 
2/20/2024,,,,, ,1,1.079471429,EUR,51.8,, 
2/22/2024,,,,, ,1,1.079471429,EUR,51.55,, 
2/23/2024,,,,, ,1,1.079471429,EUR,49.5,, 
2/26/2024,,,,, ,1,1.079471429,EUR,50.65,55.97, 
2/27/2024,,,,, ,1,1.079471429,EUR,51.12,, 
